sale_ref,customer_id,customer_name,region,sale_date,item,quantity,unit_price,line_total,status,outcome
SO-003853,1,Harbourline Logistics Ltd,EMEA,2026-05-13,Forklift battery,4,770.38,3081.52,completed,completed
SO-003502,415,Copperfield Logistics BV,North America,2026-05-13,Cold-chain container,3,270.73,812.19,completed,completed
SO-003548,435,Copperfield Foods SA,North America,2026-05-13,Dock leveller,24,607.89,14589.36,cancelled,at_risk
SO-003740,58,Thistledown Analytics Inc,APAC,2026-05-13,Cold-chain container,16,557.26,8916.16,cancelled,at_risk
SO-003917,22,Cedarcrest Foods Inc,LATAM,2026-05-13,Sorting arm,18,53.78,968.04,completed,completed
SO-003587,24,Ironvale Foods Inc,UK & Ireland,2026-05-13,Forklift battery,13,311.86,4054.18,completed,completed
SO-003812,54,Alderway Analytics SA,UK & Ireland,2026-05-13,Shrink wrapper,13,773.96,10061.48,completed,completed
SO-003690,9,Meridian Logistics GmbH,UK & Ireland,2026-05-13,Strapping machine,16,649.38,10390.08,pending,at_risk
SO-003762,28,Granite Foods BV,APAC,2026-05-13,Safety cage,13,885.74,11514.62,pending,at_risk
SO-003864,1,Harbourline Logistics Ltd,EMEA,2026-05-13,Label printer,15,665.54,9983.10,completed,completed
SO-003625,446,Lakeshore Analytics Inc,EMEA,2026-05-13,Conveyor belt,1,266.62,266.62,completed,completed
SO-003596,46,Lakeshore Analytics GmbH,EMEA,2026-05-13,Pallet rack,22,89.88,1977.36,completed,completed
SO-003838,182,Cedarcrest Chemicals GmbH,LATAM,2026-05-13,Cold-chain container,14,419.82,5877.48,pending,at_risk
SO-003410,21,Harbourline Foods Inc,EMEA,2026-05-13,Strapping machine,11,447.11,4918.21,completed,completed
SO-003898,66,Lakeshore Textiles BV,EMEA,2026-05-13,Dock leveller,24,449.62,10790.88,pending,at_risk
SO-003785,456,Marlowe Analytics Ltd,EMEA,2026-05-13,Weighing station,11,282.81,3110.91,pending,at_risk
SO-003892,1,Harbourline Logistics Ltd,EMEA,2026-05-14,Label printer,18,904.45,16280.10,completed,completed
SO-003526,37,Ravensgate Foods Ltd,LATAM,2026-05-14,Pallet rack,2,806.10,1612.20,completed,completed
SO-003839,28,Granite Foods BV,APAC,2026-05-14,Forklift battery,15,105.66,1584.90,completed,completed
SO-003817,307,Kestrel Robotics Inc,LATAM,2026-05-14,Handheld terminal,18,754.36,13578.48,completed,completed
SO-003787,162,Cedarcrest Instruments Inc,LATAM,2026-05-14,Tote bin,13,698.25,9077.25,cancelled,at_risk
SO-003709,37,Ravensgate Foods Ltd,LATAM,2026-05-14,Conveyor belt,10,43.88,438.80,completed,completed
SO-003425,1,Harbourline Logistics Ltd,EMEA,2026-05-14,Handheld terminal,1,694.78,694.78,completed,completed
SO-003597,302,Cedarcrest Robotics Inc,LATAM,2026-05-14,Conveyor belt,23,789.61,18161.03,pending,at_risk
SO-003518,282,Cedarcrest Medical Ltd,LATAM,2026-05-14,Shrink wrapper,19,924.68,17568.92,completed,completed
SO-003441,200,Northwind Logistics Inc,North America,2026-05-14,Sorting arm,17,824.88,14022.96,pending,at_risk
SO-003530,1,Harbourline Logistics Ltd,EMEA,2026-05-14,Cold-chain container,6,162.83,976.98,completed,completed
SO-003827,119,Windermere Robotics SA,UK & Ireland,2026-05-14,Weighing station,3,693.15,2079.45,completed,completed
SO-003647,96,Marlowe Medical Inc,EMEA,2026-05-14,Tote bin,23,359.87,8277.01,pending,at_risk
SO-003705,44,Ironvale Analytics GmbH,UK & Ireland,2026-05-14,Handheld terminal,6,404.40,2426.40,completed,completed
SO-003869,478,Thistledown Textiles Inc,APAC,2026-05-14,Weighing station,20,204.56,4091.20,completed,completed
SO-003700,3,Blue Ridge Logistics Ltd,APAC,2026-05-14,Shrink wrapper,1,827.99,827.99,completed,completed
SO-003666,2,Cedarcrest Logistics Ltd,LATAM,2026-05-14,Pallet rack,17,436.62,7422.54,completed,completed
SO-003761,37,Ravensgate Foods Ltd,LATAM,2026-05-14,Handheld terminal,12,638.36,7660.32,pending,at_risk
SO-003664,8,Granite Logistics GmbH,APAC,2026-05-14,Safety cage,15,48.74,731.10,completed,completed
SO-003405,58,Thistledown Analytics Inc,APAC,2026-05-14,Forklift battery,6,432.05,2592.30,completed,completed
SO-003764,317,Ravensgate Robotics Ltd,LATAM,2026-05-14,Pallet rack,15,518.99,7784.85,cancelled,at_risk
SO-003645,13,Silverbrook Logistics GmbH,APAC,2026-05-14,Weighing station,21,566.97,11906.37,cancelled,at_risk
SO-003500,181,Harbourline Chemicals Ltd,EMEA,2026-05-15,Label printer,1,394.82,394.82,completed,completed
SO-003476,325,Summit Freight GmbH,North America,2026-05-15,Shrink wrapper,2,137.36,274.72,completed,completed
SO-003430,494,Alderway Medical Ltd,UK & Ireland,2026-05-15,Label printer,6,224.21,1345.26,completed,completed
SO-003791,44,Ironvale Analytics GmbH,UK & Ireland,2026-05-15,Sorting arm,17,595.21,10118.57,completed,completed
SO-003402,2,Cedarcrest Logistics Ltd,LATAM,2026-05-15,Label printer,3,884.46,2653.38,cancelled,at_risk
SO-003701,19,Windermere Logistics SA,UK & Ireland,2026-05-15,Weighing station,2,461.18,922.36,completed,completed
SO-003736,370,Foxglove Instruments SA,North America,2026-05-15,Pallet rack,12,530.86,6370.32,cancelled,at_risk
SO-003458,273,Silverbrook Textiles BV,APAC,2026-05-15,Label printer,9,161.74,1455.66,completed,completed
SO-003872,20,Northwind Foods SA,North America,2026-05-15,Strapping machine,23,627.92,14442.16,completed,completed
SO-003463,126,Lakeshore Freight Inc,EMEA,2026-05-15,Weighing station,14,708.08,9913.12,cancelled,at_risk
SO-003660,37,Ravensgate Foods Ltd,LATAM,2026-05-15,Dock leveller,11,633.16,6964.76,pending,at_risk
SO-003496,93,Silverbrook Medical Inc,APAC,2026-05-15,Safety cage,22,914.95,20128.90,completed,completed
SO-003528,471,Sablewood Textiles SA,EMEA,2026-05-15,Label printer,4,291.96,1167.84,completed,completed
SO-003524,64,Ironvale Textiles BV,UK & Ireland,2026-05-15,Safety cage,25,331.49,8287.25,completed,completed
SO-003567,384,Ironvale Chemicals BV,UK & Ireland,2026-05-15,Sorting arm,18,22.90,412.20,pending,at_risk
SO-003808,40,Northwind Analytics Ltd,North America,2026-05-15,Label printer,9,548.18,4933.62,pending,at_risk
SO-003622,38,Thistledown Foods Ltd,APAC,2026-05-16,Safety cage,23,39.44,907.12,cancelled,at_risk
SO-003756,5,Summit Logistics Ltd,North America,2026-05-16,Shrink wrapper,7,714.61,5002.27,completed,completed
SO-003447,9,Meridian Logistics GmbH,UK & Ireland,2026-05-16,Forklift battery,23,808.41,18593.43,cancelled,at_risk
SO-003416,60,Northwind Textiles Inc,North America,2026-05-16,Label printer,17,391.56,6656.52,pending,at_risk
SO-003556,26,Lakeshore Foods Inc,EMEA,2026-05-16,Label printer,7,121.56,850.92,completed,completed
SO-003635,432,Pinehurst Foods GmbH,LATAM,2026-05-16,Handheld terminal,11,253.10,2784.10,pending,at_risk
SO-003815,5,Summit Logistics Ltd,North America,2026-05-16,Tote bin,16,823.07,13169.12,cancelled,at_risk
SO-003457,341,Harbourline Ceramics Inc,EMEA,2026-05-16,Conveyor belt,8,622.81,4982.48,cancelled,at_risk
SO-003406,1,Harbourline Logistics Ltd,EMEA,2026-05-16,Shrink wrapper,7,95.60,669.20,completed,completed
SO-003568,326,Lakeshore Freight GmbH,EMEA,2026-05-16,Pallet rack,19,279.26,5305.94,cancelled,at_risk
SO-003550,209,Meridian Logistics BV,UK & Ireland,2026-05-16,Strapping machine,1,90.85,90.85,completed,completed
SO-003845,199,Windermere Chemicals Inc,UK & Ireland,2026-05-16,Handheld terminal,21,476.73,10011.33,pending,at_risk
SO-003437,1,Harbourline Logistics Ltd,EMEA,2026-05-16,Tote bin,13,672.20,8738.60,cancelled,at_risk
SO-003590,434,Alderway Foods SA,UK & Ireland,2026-05-16,Dock leveller,16,42.61,681.76,completed,completed
SO-003654,6,Lakeshore Logistics Ltd,EMEA,2026-05-16,Label printer,5,526.78,2633.90,completed,completed
SO-003716,16,Marlowe Logistics SA,EMEA,2026-05-16,Dock leveller,17,792.48,13472.16,completed,completed
SO-003792,38,Thistledown Foods Ltd,APAC,2026-05-16,Pallet rack,18,421.67,7590.06,pending,at_risk
SO-003594,42,Cedarcrest Analytics GmbH,LATAM,2026-05-16,Safety cage,20,582.84,11656.80,pending,at_risk
SO-003840,290,Foxglove Medical GmbH,North America,2026-05-16,Shrink wrapper,16,802.02,12832.32,completed,completed
SO-003688,12,Pinehurst Logistics GmbH,LATAM,2026-05-16,Dock leveller,14,115.85,1621.90,cancelled,at_risk
SO-003515,43,Blue Ridge Analytics GmbH,APAC,2026-05-16,Barcode scanner,16,264.58,4233.28,pending,at_risk
SO-003900,252,Pinehurst Analytics GmbH,LATAM,2026-05-17,Strapping machine,1,544.82,544.82,completed,completed
SO-003748,9,Meridian Logistics GmbH,UK & Ireland,2026-05-17,Safety cage,24,940.89,22581.36,cancelled,at_risk
SO-003897,6,Lakeshore Logistics Ltd,EMEA,2026-05-17,Weighing station,23,101.20,2327.60,completed,completed
SO-003650,90,Foxglove Medical SA,North America,2026-05-17,Safety cage,1,626.69,626.69,completed,completed
SO-003825,8,Granite Logistics GmbH,APAC,2026-05-17,Forklift battery,1,820.74,820.74,completed,completed
SO-003731,5,Summit Logistics Ltd,North America,2026-05-17,Tote bin,7,206.78,1447.46,completed,completed
SO-003735,344,Ironvale Ceramics BV,UK & Ireland,2026-05-17,Sorting arm,11,278.14,3059.54,cancelled,at_risk
SO-003429,7,Kestrel Logistics GmbH,LATAM,2026-05-17,Conveyor belt,5,515.27,2576.35,completed,completed
SO-003623,347,Kestrel Ceramics BV,LATAM,2026-05-17,Sorting arm,24,428.70,10288.80,completed,completed
SO-003637,102,Cedarcrest Robotics BV,LATAM,2026-05-17,Sorting arm,13,772.59,10043.67,completed,completed
SO-003763,237,Ravensgate Foods Inc,LATAM,2026-05-17,Sorting arm,14,880.90,12332.60,completed,completed
SO-003796,114,Alderway Robotics GmbH,UK & Ireland,2026-05-17,Cold-chain container,22,784.58,17260.76,pending,at_risk
SO-003811,461,Harbourline Textiles Ltd,EMEA,2026-05-18,Forklift battery,12,417.91,5014.92,completed,completed
SO-003543,203,Blue Ridge Logistics BV,APAC,2026-05-18,Barcode scanner,19,627.73,11926.87,pending,at_risk
SO-003874,4,Ironvale Logistics Ltd,UK & Ireland,2026-05-18,Safety cage,25,219.25,5481.25,completed,completed
SO-003911,63,Blue Ridge Textiles BV,APAC,2026-05-18,Weighing station,12,202.30,2427.60,completed,completed
SO-003510,1,Harbourline Logistics Ltd,EMEA,2026-05-18,Safety cage,11,857.05,9427.55,pending,at_risk
SO-003708,419,Windermere Logistics BV,UK & Ireland,2026-05-18,Pallet rack,9,729.97,6569.73,completed,completed
SO-003888,14,Alderway Logistics SA,UK & Ireland,2026-05-18,Safety cage,14,114.64,1604.96,cancelled,at_risk
SO-003859,362,Cedarcrest Instruments GmbH,LATAM,2026-05-18,Handheld terminal,10,454.04,4540.40,completed,completed
SO-003549,47,Kestrel Analytics GmbH,LATAM,2026-05-18,Tote bin,25,505.00,12625.00,pending,at_risk
SO-003769,331,Sablewood Freight SA,EMEA,2026-05-18,Forklift battery,20,774.75,15495.00,completed,completed
SO-003809,41,Harbourline Analytics Ltd,EMEA,2026-05-18,Barcode scanner,10,879.36,8793.60,completed,completed
SO-003778,157,Ravensgate Ceramics SA,LATAM,2026-05-18,Pallet rack,4,416.54,1666.16,completed,completed
SO-003692,62,Cedarcrest Textiles Inc,LATAM,2026-05-18,Safety cage,18,842.07,15157.26,cancelled,at_risk
SO-003436,136,Marlowe Freight BV,EMEA,2026-05-18,Dock leveller,12,814.89,9778.68,pending,at_risk
SO-003616,2,Cedarcrest Logistics Ltd,LATAM,2026-05-18,Shrink wrapper,17,688.29,11700.93,cancelled,at_risk
SO-003896,11,Sablewood Logistics GmbH,EMEA,2026-05-19,Shrink wrapper,22,703.63,15479.86,completed,completed
SO-003593,476,Marlowe Textiles Inc,EMEA,2026-05-19,Handheld terminal,19,477.45,9071.55,cancelled,at_risk
SO-003887,251,Sablewood Analytics Ltd,EMEA,2026-05-19,Handheld terminal,13,626.08,8139.04,completed,completed
SO-003697,33,Silverbrook Foods BV,APAC,2026-05-19,Barcode scanner,23,405.17,9318.91,cancelled,at_risk
SO-003677,260,Northwind Textiles SA,North America,2026-05-19,Handheld terminal,3,397.83,1193.49,cancelled,at_risk
SO-003912,204,Ironvale Logistics BV,UK & Ireland,2026-05-19,Dock leveller,13,805.20,10467.60,cancelled,at_risk
SO-003459,56,Marlowe Analytics Inc,EMEA,2026-05-19,Barcode scanner,10,615.84,6158.40,completed,completed
SO-003633,12,Pinehurst Logistics GmbH,LATAM,2026-05-19,Tote bin,9,149.02,1341.18,completed,completed
SO-003823,5,Summit Logistics Ltd,North America,2026-05-19,Barcode scanner,24,449.06,10777.44,completed,completed
SO-003608,150,Foxglove Ceramics GmbH,North America,2026-05-19,Safety cage,9,603.37,5430.33,completed,completed
SO-003620,1,Harbourline Logistics Ltd,EMEA,2026-05-19,Strapping machine,21,90.91,1909.11,completed,completed
SO-003403,143,Blue Ridge Ceramics Ltd,APAC,2026-05-19,Barcode scanner,4,827.96,3311.84,pending,at_risk
SO-003873,1,Harbourline Logistics Ltd,EMEA,2026-05-19,Handheld terminal,24,278.97,6695.28,cancelled,at_risk
SO-003641,313,Silverbrook Robotics BV,APAC,2026-05-19,Barcode scanner,17,821.75,13969.75,completed,completed
SO-003758,4,Ironvale Logistics Ltd,UK & Ireland,2026-05-19,Dock leveller,9,827.92,7451.28,completed,completed
SO-003657,62,Cedarcrest Textiles Inc,LATAM,2026-05-19,Forklift battery,8,479.07,3832.56,cancelled,at_risk
SO-003855,418,Thistledown Logistics BV,APAC,2026-05-19,Weighing station,6,63.72,382.32,completed,completed
SO-003486,223,Blue Ridge Foods GmbH,APAC,2026-05-19,Label printer,12,295.84,3550.08,cancelled,at_risk
SO-003704,1,Harbourline Logistics Ltd,EMEA,2026-05-19,Strapping machine,5,685.02,3425.10,cancelled,at_risk
SO-003663,39,Windermere Foods Ltd,UK & Ireland,2026-05-19,Handheld terminal,14,236.01,3304.14,completed,completed
SO-003890,58,Thistledown Analytics Inc,APAC,2026-05-20,Pallet rack,16,435.79,6972.64,completed,completed
SO-003507,303,Blue Ridge Robotics Inc,APAC,2026-05-20,Tote bin,8,686.45,5491.60,completed,completed
SO-003906,2,Cedarcrest Logistics Ltd,LATAM,2026-05-20,Label printer,7,147.18,1030.26,completed,completed
SO-003835,106,Lakeshore Robotics Ltd,EMEA,2026-05-20,Conveyor belt,11,428.94,4718.34,cancelled,at_risk
SO-003479,155,Copperfield Ceramics SA,North America,2026-05-20,Tote bin,5,307.87,1539.35,completed,completed
SO-003848,203,Blue Ridge Logistics BV,APAC,2026-05-20,Pallet rack,24,433.40,10401.60,cancelled,at_risk
SO-003555,47,Kestrel Analytics GmbH,LATAM,2026-05-20,Conveyor belt,6,770.02,4620.12,cancelled,at_risk
SO-003755,1,Harbourline Logistics Ltd,EMEA,2026-05-20,Forklift battery,6,250.91,1505.46,completed,completed
SO-003531,249,Meridian Analytics Ltd,UK & Ireland,2026-05-20,Forklift battery,7,496.09,3472.63,cancelled,at_risk
SO-003432,101,Harbourline Robotics BV,EMEA,2026-05-20,Cold-chain container,8,372.77,2982.16,completed,completed
SO-003687,11,Sablewood Logistics GmbH,EMEA,2026-05-20,Weighing station,13,243.15,3160.95,cancelled,at_risk
SO-003795,1,Harbourline Logistics Ltd,EMEA,2026-05-20,Barcode scanner,21,783.18,16446.78,pending,at_risk
SO-003857,431,Sablewood Foods GmbH,EMEA,2026-05-20,Tote bin,8,81.15,649.20,completed,completed
SO-003627,1,Harbourline Logistics Ltd,EMEA,2026-05-20,Barcode scanner,3,585.17,1755.51,completed,completed
SO-003662,336,Marlowe Freight Inc,EMEA,2026-05-20,Strapping machine,13,290.87,3781.31,completed,completed
SO-003522,18,Thistledown Logistics SA,APAC,2026-05-20,Strapping machine,23,472.55,10868.65,completed,completed
SO-003753,480,Northwind Medical Inc,North America,2026-05-20,Barcode scanner,4,475.79,1903.16,completed,completed
SO-003863,1,Harbourline Logistics Ltd,EMEA,2026-05-20,Conveyor belt,14,184.37,2581.18,completed,completed
SO-003401,1,Harbourline Logistics Ltd,EMEA,2026-05-21,Conveyor belt,2,276.07,552.14,completed,completed
SO-003414,145,Summit Ceramics Ltd,North America,2026-05-21,Pallet rack,15,648.25,9723.75,cancelled,at_risk
SO-003820,453,Silverbrook Analytics BV,APAC,2026-05-21,Pallet rack,21,485.85,10202.85,cancelled,at_risk
SO-003438,27,Kestrel Foods Inc,LATAM,2026-05-21,Strapping machine,14,195.29,2734.06,completed,completed
SO-003851,60,Northwind Textiles Inc,North America,2026-05-21,Barcode scanner,2,20.76,41.52,cancelled,at_risk
SO-003481,262,Cedarcrest Textiles SA,LATAM,2026-05-21,Handheld terminal,7,749.64,5247.48,pending,at_risk
SO-003844,222,Cedarcrest Foods GmbH,LATAM,2026-05-21,Strapping machine,20,446.38,8927.60,pending,at_risk
SO-003600,3,Blue Ridge Logistics Ltd,APAC,2026-05-21,Cold-chain container,1,765.18,765.18,completed,completed
SO-003564,1,Harbourline Logistics Ltd,EMEA,2026-05-21,Strapping machine,15,702.32,10534.80,completed,completed
SO-003634,116,Marlowe Robotics GmbH,EMEA,2026-05-21,Strapping machine,10,150.10,1501.00,completed,completed
SO-003589,469,Meridian Textiles SA,UK & Ireland,2026-05-21,Weighing station,15,268.69,4030.35,completed,completed
SO-003544,172,Pinehurst Instruments BV,LATAM,2026-05-21,Cold-chain container,20,413.71,8274.20,pending,at_risk
SO-003552,62,Cedarcrest Textiles Inc,LATAM,2026-05-21,Safety cage,3,143.11,429.33,completed,completed
SO-003661,392,Pinehurst Chemicals GmbH,LATAM,2026-05-21,Tote bin,12,262.42,3149.04,completed,completed
SO-003877,68,Granite Textiles BV,APAC,2026-05-21,Conveyor belt,3,265.95,797.85,completed,completed
SO-003862,1,Harbourline Logistics Ltd,EMEA,2026-05-21,Pallet rack,13,518.94,6746.22,completed,completed
SO-003913,183,Blue Ridge Chemicals GmbH,APAC,2026-05-21,Tote bin,14,318.84,4463.76,completed,completed
SO-003895,71,Sablewood Textiles Ltd,EMEA,2026-05-21,Forklift battery,21,494.06,10375.26,completed,completed
SO-003908,1,Harbourline Logistics Ltd,EMEA,2026-05-21,Cold-chain container,9,443.00,3987.00,completed,completed
SO-003743,1,Harbourline Logistics Ltd,EMEA,2026-05-21,Weighing station,19,434.80,8261.20,completed,completed
SO-003583,5,Summit Logistics Ltd,North America,2026-05-21,Conveyor belt,9,141.10,1269.90,completed,completed
SO-003539,145,Summit Ceramics Ltd,North America,2026-05-21,Sorting arm,15,772.94,11594.10,pending,at_risk
SO-003777,51,Sablewood Analytics SA,EMEA,2026-05-21,Sorting arm,3,875.89,2627.67,completed,completed
SO-003536,227,Kestrel Foods SA,LATAM,2026-05-21,Strapping machine,12,426.69,5120.28,cancelled,at_risk
SO-003446,6,Lakeshore Logistics Ltd,EMEA,2026-05-21,Cold-chain container,22,828.47,18226.34,completed,completed
SO-003464,262,Cedarcrest Textiles SA,LATAM,2026-05-22,Dock leveller,15,55.28,829.20,cancelled,at_risk
SO-003655,3,Blue Ridge Logistics Ltd,APAC,2026-05-22,Barcode scanner,6,648.69,3892.14,completed,completed
SO-003860,1,Harbourline Logistics Ltd,EMEA,2026-05-22,Safety cage,11,491.51,5406.61,completed,completed
SO-003879,3,Blue Ridge Logistics Ltd,APAC,2026-05-22,Barcode scanner,5,546.02,2730.10,completed,completed
SO-003435,1,Harbourline Logistics Ltd,EMEA,2026-05-22,Weighing station,11,693.34,7626.74,pending,at_risk
SO-003861,22,Cedarcrest Foods Inc,LATAM,2026-05-22,Sorting arm,12,255.37,3064.44,cancelled,at_risk
SO-003494,413,Silverbrook Logistics BV,APAC,2026-05-22,Strapping machine,20,848.82,16976.40,pending,at_risk
SO-003542,359,Windermere Ceramics GmbH,UK & Ireland,2026-05-22,Label printer,18,365.66,6581.88,pending,at_risk
SO-003806,277,Ravensgate Textiles BV,LATAM,2026-05-22,Pallet rack,7,634.86,4444.02,completed,completed
SO-003525,93,Silverbrook Medical Inc,APAC,2026-05-22,Sorting arm,1,936.64,936.64,completed,completed
SO-003723,1,Harbourline Logistics Ltd,EMEA,2026-05-22,Conveyor belt,24,69.26,1662.24,completed,completed
SO-003744,62,Cedarcrest Textiles Inc,LATAM,2026-05-22,Dock leveller,20,360.74,7214.80,cancelled,at_risk
SO-003404,395,Copperfield Chemicals GmbH,North America,2026-05-22,Cold-chain container,5,815.55,4077.75,completed,completed
SO-003719,282,Cedarcrest Medical Ltd,LATAM,2026-05-22,Handheld terminal,20,248.91,4978.20,completed,completed
SO-003538,29,Meridian Foods BV,UK & Ireland,2026-05-22,Safety cage,14,656.75,9194.50,pending,at_risk
SO-003452,1,Harbourline Logistics Ltd,EMEA,2026-05-22,Strapping machine,3,817.31,2451.93,completed,completed
SO-003482,17,Ravensgate Logistics SA,LATAM,2026-05-22,Safety cage,8,232.17,1857.36,completed,completed
